Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Vermont,2020,7,2020-02-15,126,116,0,28,,,,,,0,0,29,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,8,2020-02-22,107,100,0,22,,,,,,0,0,30,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,9,2020-02-29,146,131,0,31,,,,,,0,0,37,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,10,2020-03-07,115,109,,28,,,,,,0,,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,11,2020-03-14,140,134,,29,,,,11,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Vermont,2020,12,2020-03-21,154,138,,30,,10,,10,,,0,35,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,13,2020-03-28,106,99,0,26,,,,,,0,0,21,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,14,2020-04-04,129,116,,25,,,,12,0,0,0,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,15,2020-04-11,126,114,0,23,,,,,,0,,23,10,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,16,2020-04-18,128,120,,25,,,,,,,0,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,17,2020-04-25,120,116,,25,,,,12,0,,0,29,,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Vermont,2020,18,2020-05-02,108,99,0,28,,,0,,,0,,26,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,19,2020-05-09,109,103,,21,,,,,0,0,,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,20,2020-05-16,92,87,0,16,,,,,,,,18,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Virginia,2019,1,2019-01-05,1279,1180,24,267,49,49,23,78,27,16,17,272,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,2,2019-01-12,1396,1292,23,281,33,54,24,89,21,35,10,307,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,3,2019-01-19,1367,1265,21,279,50,38,23,72,21,28,15,302,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,4,2019-01-26,1389,1287,25,279,54,52,24,68,18,41,17,330,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,5,2019-02-02,1416,1302,23,302,37,61,22,65,29,27,11,316,91,0,0,,,,,,,,,,,,,,,
Virginia,2019,6,2019-02-09,1427,1323,28,293,54,50,25,60,25,27,13,325,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,7,2019-02-16,1385,1276,23,272,42,75,33,81,23,28,12,285,58,0,0,,,,,,,,,,,,,,,
Virginia,2019,8,2019-02-23,1389,1283,24,280,47,66,34,71,26,25,21,312,83,0,0,,,,,,,,,,,,,,,
Virginia,2019,9,2019-03-02,1502,1388,21,284,55,62,43,83,30,32,17,332,94,0,0,,,,,,,,,,,,,,,
Virginia,2019,10,2019-03-09,1395,1279,18,283,44,54,32,83,36,24,17,297,63,0,0,,,,,,,,,,,,,,,
Virginia,2019,11,2019-03-16,1383,1272,21,282,47,60,42,76,23,43,12,287,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,12,2019-03-23,1417,1309,20,279,53,51,37,67,28,22,10,320,78,0,0,,,,,,,,,,,,,,,
Virginia,2019,13,2019-03-30,1358,1244,27,249,47,48,39,68,29,39,10,320,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,14,2019-04-06,1426,1307,23,281,43,56,24,81,30,28,11,318,77,0,0,,,,,,,,,,,,,,,
Virginia,2019,15,2019-04-13,1376,1258,24,289,51,66,29,72,22,18,11,282,83,0,0,,,,,,,,,,,,,,,
Virginia,2019,16,2019-04-20,1333,1219,30,257,44,52,16,86,14,38,17,292,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,17,2019-04-27,1268,1167,15,271,61,46,16,61,20,27,20,255,67,0,0,,,,,,,,,,,,,,,
Virginia,2019,18,2019-05-04,1311,1200,23,273,42,47,20,74,23,37,11,281,80,0,0,,,,,,,,,,,,,,,
Virginia,2019,19,2019-05-11,1313,1201,19,295,47,51,14,92,18,33,13,297,64,0,0,,,,,,,,,,,,,,,
Virginia,2019,20,2019-05-18,1298,1197,29,267,46,39,21,72,22,34,17,295,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,21,2019-05-25,1275,1171,27,248,35,56,21,70,18,30,16,271,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,22,2019-06-01,1316,1177,20,301,45,41,12,87,17,31,,264,82,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,23,2019-06-08,1313,1207,17,276,40,51,22,84,23,28,15,275,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,24,2019-06-15,1282,1191,18,268,36,49,14,64,30,48,17,270,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,25,2019-06-22,1331,1229,24,310,57,52,14,69,15,36,10,258,79,0,0,,,,,,,,,,,,,,,
Virginia,2019,26,2019-06-29,1292,1189,10,286,40,49,13,52,14,30,16,292,85,0,0,,,,,,,,,,,,,,,
Virginia,2019,27,2019-07-06,1265,1152,22,304,35,53,14,50,23,27,10,256,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,28,2019-07-13,1306,1198,15,310,39,35,19,68,23,32,13,285,59,0,0,,,,,,,,,,,,,,,
Virginia,2019,29,2019-07-20,1263,1167,12,264,49,36,14,52,22,33,,294,86,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,30,2019-07-27,1285,1173,23,290,39,49,,59,26,32,13,270,70,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,31,2019-08-03,1246,1147,21,293,37,50,12,62,14,32,11,255,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,32,2019-08-10,1295,1173,24,279,41,42,18,60,20,29,20,275,76,0,0,,,,,,,,,,,,,,,
Virginia,2019,33,2019-08-17,1266,1154,15,324,43,46,,58,29,20,10,257,71,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,34,2019-08-24,1259,1161,22,275,46,61,12,47,32,23,11,269,81,0,0,,,,,,,,,,,,,,,
Virginia,2019,35,2019-08-31,1283,1174,16,315,33,43,20,50,26,26,12,258,61,0,0,,,,,,,,,,,,,,,
Virginia,2019,36,2019-09-07,1246,1144,16,274,30,52,18,54,19,32,14,286,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,37,2019-09-14,1221,1120,18,267,48,49,14,67,22,22,10,258,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,38,2019-09-21,1295,1183,15,303,41,39,11,58,17,32,14,271,71,0,0,,,,,,,,,,,,,,,
Virginia,2019,39,2019-09-28,1332,1214,19,301,47,49,23,47,26,35,16,278,73,0,0,,,,,,,,,,,,,,,
Virginia,2019,40,2019-10-05,1264,1154,14,263,44,40,13,78,29,33,,267,70,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,41,2019-10-12,1244,1137,14,297,45,39,16,62,17,32,11,257,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,42,2019-10-19,1292,1176,20,280,49,40,19,58,25,33,20,260,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,43,2019-10-26,1288,1160,17,277,43,48,18,69,23,30,,263,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,44,2019-11-02,1346,1236,17,287,53,51,17,84,21,39,16,277,83,0,0,,,,,,,,,,,,,,,
Virginia,2019,45,2019-11-09,1276,1173,20,269,49,47,19,69,30,24,15,256,71,0,0,,,,,,,,,,,,,,,
Virginia,2019,46,2019-11-16,1325,1223,12,280,50,55,,68,28,37,14,289,66,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,47,2019-11-23,1326,1214,18,281,44,47,12,62,24,41,17,282,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,48,2019-11-30,1446,1341,16,312,50,54,20,77,26,38,12,311,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,49,2019-12-07,1357,1251,24,269,43,56,23,76,21,35,13,324,86,0,0,,,,,,,,,,,,,,,
Virginia,2019,50,2019-12-14,1407,1303,20,298,50,63,24,69,26,32,17,328,57,0,0,,,,,,,,,,,,,,,
Virginia,2019,51,2019-12-21,1423,1311,21,307,38,66,17,71,23,31,27,318,85,0,0,,,,,,,,,,,,,,,
Virginia,2019,52,2019-12-28,1417,1295,24,293,52,48,19,70,33,41,18,307,70,0,0,,,,,,,,,,,,,,,
Virginia,2020,1,2020-01-04,1428,1305,24,289,45,49,30,80,20,35,19,297,81,0,0,,,,,,,,,,,,,,,
Virginia,2020,2,2020-01-11,1534,1397,21,341,58,53,32,95,35,45,15,281,72,0,0,,,,,,,,,,,,,,,
Virginia,2020,3,2020-01-18,1416,1299,23,298,39,64,26,72,25,37,20,300,71,0,0,,,,,,,,,,,,,,,
Virginia,2020,4,2020-01-25,1278,1173,19,255,38,43,30,56,25,35,26,275,68,0,0,,,,,,,,,,,,,,,
Virginia,2020,5,2020-02-01,1421,1299,19,283,57,64,28,57,21,33,20,306,81,0,0,,,,,,,,,,,,,,,
Virginia,2020,6,2020-02-08,1524,1428,15,337,62,65,24,72,37,41,22,330,82,0,0,,,,,,,,,,,,,,,
Virginia,2020,7,2020-02-15,1376,1293,17,284,39,63,23,89,35,27,16,289,79,0,0,,,,,,,,,,,,,,,
Virginia,2020,8,2020-02-22,1439,1317,22,278,56,50,29,80,29,31,24,316,72,0,0,,,,,,,,,,,,,,,
Virginia,2020,9,2020-02-29,1383,1286,15,285,47,55,30,74,24,32,35,288,70,0,0,,,,,,,,,,,,,,,
Virginia,2020,10,2020-03-07,1473,1367,17,291,47,59,29,83,29,38,25,320,91,0,0,,,,,,,,,,,,,,,
Virginia,2020,11,2020-03-14,1421,1331,15,301,46,59,33,76,24,31,31,305,94,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Virginia,2020,12,2020-03-21,1439,1347,22,297,44,43,29,68,21,32,39,326,81,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Virginia,2020,13,2020-03-28,1506,1419,21,324,51,53,48,88,26,32,45,298,65,25,25,,,,,,,,,,,,,,,
Virginia,2020,14,2020-04-04,1447,1356,16,266,61,61,39,77,25,16,45,267,81,51,47,,,,,,,,,,,,,,,
Virginia,2020,15,2020-04-11,1596,1518,20,295,46,66,36,71,26,38,47,325,75,94,89,,,,,,,,,,,,,,,
Virginia,2020,16,2020-04-18,1549,1466,23,267,51,57,30,68,33,25,56,275,70,177,169,,,,,,,,,,,,,,,
Virginia,2020,17,2020-04-25,1539,1465,16,282,42,57,21,54,28,32,67,289,73,169,159,,,,,,,,,,,,,,,
Virginia,2020,18,2020-05-02,1583,1521,23,285,39,58,22,70,25,26,72,268,78,230,218,,,,,,,,,,,,,,,
Virginia,2020,19,2020-05-09,1452,1387,,248,40,69,16,69,22,37,64,258,72,200,183,,,Suppressed (counts 1-9),,,,,,,,,,,,
Virginia,2020,20,2020-05-16,1223,1178,,242,50,53,17,49,14,36,66,212,65,128,119,,,Suppressed (counts 1-9),,,,,,,,,,,,
Washington,2019,1,2019-01-05,1215,1098,,240,36,77,26,82,19,,11,248,67,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,2,2019-01-12,1236,1138,15,267,45,76,24,75,19,,16,254,75,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,3,2019-01-19,1169,1060,13,253,50,94,13,65,15,10,10,216,59,0,0,,,,,,,,,,,,,,,
Washington,2019,4,2019-01-26,1132,1023,,240,31,75,20,74,18,,10,203,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,5,2019-02-02,1132,1036,,230,48,67,23,67,20,,10,237,44,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,6,2019-02-09,1186,1078,13,248,37,75,25,65,15,10,12,262,57,0,0,,,,,,,,,,,,,,,
Washington,2019,7,2019-02-16,1267,1164,14,286,38,88,26,59,16,,17,250,73,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,8,2019-02-23,1223,1114,,282,40,81,26,70,18,,,233,65,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,9,2019-03-02,1151,1048,12,257,38,57,37,67,16,,,242,67,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,10,2019-03-09,1208,1105,,246,38,90,35,65,27,,16,251,58,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,11,2019-03-16,1220,1131,15,261,34,70,37,69,19,,13,259,59,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,12,2019-03-23,1243,1152,15,274,46,75,43,73,16,,,257,69,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,13,2019-03-30,1129,1025,,212,34,80,36,76,13,,10,237,57,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,14,2019-04-06,1189,1084,13,261,24,60,31,74,22,12,10,250,48,0,0,,,,,,,,,,,,,,,
Washington,2019,15,2019-04-13,1147,1048,12,237,32,56,28,70,12,,15,269,57,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,16,2019-04-20,1143,1039,,274,36,83,26,71,16,,13,228,56,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,17,2019-04-27,1036,949,,238,41,68,26,59,13,,,204,58,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,18,2019-05-04,1124,1005,14,235,39,72,16,59,12,12,13,221,66,0,0,,,,,,,,,,,,,,,
Washington,2019,19,2019-05-11,1175,1083,14,256,49,60,18,83,16,13,,252,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,20,2019-05-18,1141,1049,,268,35,74,14,43,23,10,14,231,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Washington,2019,21,2019-05-25,1085,987,,245,31,91,16,67,10,10,,210,57,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,22,2019-06-01,1053,952,,251,28,65,14,51,11,10,,224,52,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,23,2019-06-08,1079,957,13,242,45,55,13,60,13,,,215,53,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,24,2019-06-15,1112,1015,15,246,38,80,10,54,12,,,230,60,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,25,2019-06-22,1041,946,12,259,34,57,11,47,15,,12,177,60,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,26,2019-06-29,1064,957,10,235,34,69,,57,15,,14,221,52,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,27,2019-07-06,1012,900,,243,31,62,,45,,,,199,70,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,28,2019-07-13,1109,1005,10,254,31,72,,50,20,10,11,230,60,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Washington,2019,29,2019-07-20,1075,987,12,252,41,60,13,64,11,,12,199,51,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,30,2019-07-27,1048,929,,234,30,60,,49,13,,15,226,59,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,31,2019-08-03,1061,974,11,261,25,64,,39,11,,17,236,52,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,32,2019-08-10,1045,951,,270,16,68,,49,20,,12,200,48,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,33,2019-08-17,1050,934,,243,27,52,,52,11,,15,205,41,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,34,2019-08-24,1008,912,,232,35,59,12,44,12,,,224,48,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,35,2019-08-31,1003,904,14,237,33,66,,42,14,,13,192,54,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,36,2019-09-07,1070,976,,252,29,68,11,47,18,,20,224,44,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,37,2019-09-14,992,893,,243,37,50,,53,11,,,188,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,38,2019-09-21,1034,952,11,249,39,65,10,58,11,,16,196,46,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,39,2019-09-28,1037,938,10,224,35,64,,51,12,,15,206,58,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,40,2019-10-05,1068,963,14,245,34,66,,44,19,,13,210,63,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,41,2019-10-12,1110,1016,15,247,36,74,13,54,20,,24,212,55,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,42,2019-10-19,1084,985,,258,31,78,13,61,22,12,19,206,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Washington,2019,43,2019-10-26,1163,1077,13,253,36,67,15,52,20,,13,274,76,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,44,2019-11-02,1150,1069,10,258,44,65,18,53,20,,18,242,64,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,45,2019-11-09,1128,1041,,271,30,75,15,52,18,,25,216,56,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,46,2019-11-16,1115,1018,10,236,35,67,10,42,14,13,27,224,57,0,0,,,,,,,,,,,,,,,
Washington,2019,47,2019-11-23,1072,984,,209,22,68,13,53,16,,18,244,69,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,48,2019-11-30,1088,993,,252,35,74,,50,21,,28,197,47,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,49,2019-12-07,1155,1071,10,250,25,61,15,68,21,,25,262,56,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,50,2019-12-14,1138,1067,12,247,34,59,16,58,18,,28,233,81,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,51,2019-12-21,1180,1085,13,292,32,69,21,71,19,,18,208,56,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,52,2019-12-28,1108,1011,,217,41,50,10,58,,,24,231,71,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Washington,2020,1,2020-01-04,1174,1063,14,221,33,64,30,61,23,,11,244,61,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,2,2020-01-11,1244,1142,17,267,46,80,31,66,19,13,14,257,48,0,0,,,,,,,,,,,,,,,
Washington,2020,3,2020-01-18,1221,1111,12,258,42,80,24,62,19,,14,226,71,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,4,2020-01-25,1193,1091,14,250,32,60,20,64,15,10,11,272,57,0,0,,,,,,,,,,,,,,,
Washington,2020,5,2020-02-01,1195,1105,15,267,39,57,19,60,23,,18,259,60,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,6,2020-02-08,1172,1076,,228,42,60,25,70,14,,17,243,77,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,7,2020-02-15,1176,1085,,244,39,74,31,62,19,,22,237,61,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,8,2020-02-22,1107,1025,11,249,27,80,19,55,11,,20,229,58,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,9,2020-02-29,1130,1052,15,238,39,73,24,60,15,14,21,214,65,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Washington,2020,10,2020-03-07,1203,1103,10,237,41,56,29,67,15,14,26,263,62,20,18,,,,,,,,,,,,,,,
Washington,2020,11,2020-03-14,1159,1072,13,218,36,68,28,63,24,,33,239,52,26,25,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,12,2020-03-21,1215,1129,16,216,28,79,40,60,26,12,29,240,68,61,56,,,,,,,,,,,,,,,
Washington,2020,13,2020-03-28,1285,1209,11,234,43,72,27,62,11,,37,233,69,115,107,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,14,2020-04-04,1288,1201,19,211,40,63,25,62,17,,33,229,56,153,150,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,15,2020-04-11,1284,1200,11,242,45,70,13,60,16,,44,239,46,137,126,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,16,2020-04-18,1231,1128,15,217,43,69,21,46,21,,44,212,62,111,102,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,17,2020-04-25,1208,1120,12,245,44,68,12,46,,13,33,225,66,96,85,,,,,,,,,Suppressed (counts 1-9),,,,,,
Washington,2020,18,2020-05-02,1111,1045,15,254,28,56,14,53,,11,41,172,57,73,67,,,,,,,,,Suppressed (counts 1-9),,,,,,
Washington,2020,19,2020-05-09,1113,1037,,229,37,75,15,54,17,,51,213,40,74,68,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2020,20,2020-05-16,697,646,,161,11,43,,29,,,19,109,39,45,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,1,2019-01-05,470,435,10,91,22,17,,43,,10,16,93,15,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,2,2019-01-12,467,407,,83,25,19,17,18,,11,,113,18,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,3,2019-01-19,487,434,,104,24,15,10,37,,,16,107,16,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,4,2019-01-26,494,444,,99,29,17,,33,,11,14,94,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,5,2019-02-02,464,432,10,85,20,15,13,38,,,,107,22,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,6,2019-02-09,434,404,,94,22,17,11,34,,,12,90,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,7,2019-02-16,488,447,,91,26,16,13,42,,,10,106,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,8,2019-02-23,408,377,,75,16,17,13,33,,,11,93,21,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,9,2019-03-02,488,445,,91,20,16,13,31,,12,13,131,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2019,10,2019-03-09,453,409,,76,14,13,13,46,,,,111,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
